City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Marawi,PH,7.9986,124.2928,68.07,96,100,2.19,overcast clouds
345,Emilio Carranza,MX,19.9711,-96.6114,84.49,58,5,8.88,clear sky
346,Pangody,RU,65.85,74.4859,3.04,91,100,11.34,overcast clouds
347,Northam,GB,51.0333,-4.2167,54.66,75,26,13.35,scattered clouds
348,Huadian,CN,42.9633,126.7478,27.91,85,98,1.59,overcast clouds
349,Kavieng,PG,-2.5744,150.7967,81.21,78,100,8.01,light rain
350,Kermanshah,IR,34.3142,47.065,45.5,87,20,2.3,few clouds
351,Luganville,VU,-15.5333,167.1667,78.06,89,99,5.19,overcast clouds
352,Solnechnyy,RU,50.7214,136.6319,17.1,73,1,7.31,clear sky
353,Andros Town,BS,24.7,-77.7667,78.76,64,81,19.73,broken clouds
354,Bonthe,SL,7.5264,-12.505,82.15,67,77,12.71,broken clouds
355,Paracuru,BR,-3.41,-39.0306,79.11,74,45,9.6,scattered clouds
356,Thunder Bay,CA,48.4001,-89.3168,32.29,86,100,14.97,snow
357,Balakirevo,RU,56.5059,38.8432,31.71,95,2,6.55,clear sky
358,Puerto Quijarro,BO,-17.7833,-57.7667,91.17,48,33,5.1,scattered clouds
359,Marshall,US,34.3834,-86.3333,76.08,60,40,14.0,scattered clouds
360,Kloulklubed,PW,7.0419,134.2556,83.08,73,100,17.9,overcast clouds
361,Vao,NC,-22.6667,167.4833,75.87,74,72,9.04,broken clouds
362,Khoy,IR,38.5504,44.9535,30.51,97,98,0.47,overcast clouds
363,Sambava,MG,-14.2667,50.1667,78.33,87,82,11.39,broken clouds
364,Iqaluit,CA,63.7506,-68.5145,-5.31,63,20,16.11,few clouds
365,Ojinaga,MX,29.5667,-104.4167,58.57,40,100,0.0,overcast clouds
366,Klyuchi,RU,52.2667,79.1667,22.73,92,99,11.1,overcast clouds
367,Trancoso,MX,22.7333,-102.3667,68.11,6,27,22.12,scattered clouds
368,Sitka,US,57.0531,-135.33,39.09,81,100,12.66,heavy intensity rain
369,Umm Kaddadah,SD,13.6017,26.6876,83.57,8,100,12.64,overcast clouds
370,Coahuayana,MX,18.7333,-103.6833,89.74,31,61,7.54,broken clouds
371,Victoria,HK,22.2855,114.1577,74.97,93,95,7.0,moderate rain
372,Mareeba,AU,-17.0,145.4333,66.92,98,30,2.01,scattered clouds
373,Matveyevka,RU,52.15,56.1833,8.74,100,67,3.98,broken clouds
374,Ewa Beach,US,21.3156,-158.0072,74.7,80,20,4.61,few clouds
375,Pozo Colorado,PY,-23.4923,-58.7972,92.82,41,40,9.01,scattered clouds
376,San Andres,CO,12.5847,-81.7006,86.02,66,40,16.11,scattered clouds
377,Embonas,GR,36.2269,27.8564,42.93,68,92,5.03,overcast clouds
378,Rocha,UY,-34.4833,-54.3333,70.99,72,100,11.79,moderate rain
379,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,93.88,37,42,8.34,scattered clouds
380,Sitangkai,PH,4.6628,119.3928,82.26,77,62,7.58,broken clouds
381,Luba,GQ,3.4568,8.5547,84.09,84,100,10.92,overcast clouds
382,Yumen,CN,40.2833,97.2,43.11,46,21,19.73,few clouds
383,Goodyear,US,33.4353,-112.3582,77.32,14,40,9.22,scattered clouds
384,Chuy,UY,-33.6971,-53.4616,72.95,67,100,10.54,heavy intensity rain
385,Prince Rupert,CA,54.3161,-130.3201,44.29,100,100,11.5,moderate rain
386,Ballina,AU,-28.8667,153.5667,64.02,96,2,0.0,clear sky
387,Cururupu,BR,-1.8283,-44.8683,81.72,83,91,3.24,very heavy rain
388,Salihorsk,BY,52.7876,27.5415,46.22,64,0,4.99,clear sky
389,Jiwani,PK,25.05,61.7417,75.72,75,0,9.62,clear sky
390,La Primavera,CO,5.4906,-70.4092,95.38,33,52,8.75,broken clouds
391,Omboue,GA,-1.5746,9.2618,79.79,83,99,8.21,overcast clouds
392,Asau,RO,46.4333,26.4,43.72,60,0,8.21,clear sky
393,Sinnamary,GF,5.3833,-52.95,79.23,87,61,10.85,broken clouds
394,Naze,JP,28.3667,129.4833,59.92,85,100,8.68,overcast clouds
395,Srednekolymsk,RU,67.45,153.6833,8.83,96,100,3.74,overcast clouds
396,Asosa,ET,10.0667,34.5333,76.87,15,62,3.29,broken clouds
397,Gat,IL,31.61,34.7642,54.28,30,13,7.74,few clouds
398,Copiapo,CL,-27.3667,-70.3333,65.89,36,0,9.48,clear sky
399,Cap Malheureux,MU,-19.9842,57.6142,82.47,83,72,3.0,broken clouds
400,Banda Aceh,ID,5.5577,95.3222,80.17,80,83,8.19,light rain
401,Greenwood,US,34.1668,-82.1165,74.07,52,75,12.66,broken clouds
402,Laviana,ES,43.2333,-5.5333,61.74,70,64,4.65,broken clouds
403,Maracaibo,VE,10.6317,-71.6406,88.02,49,52,7.52,broken clouds
404,Itoman,JP,26.1247,127.6694,66.22,96,100,6.91,overcast clouds
405,Kudahuvadhoo,MV,2.6708,72.8944,83.08,67,1,13.82,clear sky
406,Kyren,RU,51.6828,102.1408,10.98,80,35,2.33,scattered clouds
407,Gien,FR,47.6933,2.6309,57.29,59,1,6.76,clear sky
408,Srandakan,ID,-7.9386,110.2506,77.27,89,100,3.42,overcast clouds
409,Pisco,PE,-13.7,-76.2167,75.25,64,0,6.91,clear sky
410,Central Point,US,42.376,-122.9164,58.5,62,25,1.5,scattered clouds
411,Cascais,PT,38.6979,-9.4215,57.02,83,75,17.0,mist
412,Orebro,SE,59.2741,15.2066,42.98,39,0,6.91,clear sky
413,Cabimas,VE,10.3883,-71.4399,84.51,59,54,2.75,broken clouds
414,San Luis,AR,-33.295,-66.3356,79.27,36,23,1.68,few clouds
415,Hambantota,LK,6.1241,81.1185,79.39,82,59,8.61,broken clouds
416,Aviles,ES,43.5547,-5.9248,65.17,67,40,4.61,scattered clouds
417,Huanren,CN,41.2647,125.3667,33.91,64,100,2.95,overcast clouds
418,Ternate,ID,0.8,127.4,76.15,90,100,14.63,moderate rain
419,San Borja,BO,-14.8167,-66.85,89.69,52,43,4.23,scattered clouds
420,Campbell River,CA,50.0163,-125.2446,45.93,100,100,8.05,light intensity drizzle
421,Hirara,JP,24.8,125.2833,70.9,84,100,14.56,overcast clouds
422,Anshun,CN,26.25,105.9333,48.2,82,100,6.96,overcast clouds
423,Fortuna,US,40.5982,-124.1573,50.92,100,0,0.0,clear sky
424,Pedernales,DO,18.0384,-71.744,87.44,39,39,8.48,scattered clouds
425,El Tigre,VE,8.8875,-64.2454,91.2,28,12,8.08,few clouds
426,Puteyets,RU,65.1716,57.091,24.66,86,88,15.99,overcast clouds
427,Rassvet,RU,46.8333,40.75,34.39,69,0,8.95,clear sky
428,Lompoc,US,34.6391,-120.4579,78.85,40,20,3.44,few clouds
429,Sangmelima,CM,2.9333,11.9833,79.92,50,85,2.46,overcast clouds
430,Puerto Princesa,PH,9.7392,118.7353,79.05,83,30,1.03,scattered clouds
431,Maragogi,BR,-9.0122,-35.2225,81.73,76,87,9.37,overcast clouds
432,Esna,EG,25.2934,32.554,64.42,24,2,14.32,clear sky
433,Stepnyak,KZ,52.8339,70.7803,19.2,93,77,12.75,broken clouds
434,Menongue,AO,-14.6585,17.691,65.59,93,68,4.63,broken clouds
435,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,14.97,overcast clouds
436,Maniwaki,CA,46.3834,-75.966,34.18,47,35,12.66,scattered clouds
437,Mukhen,RU,48.1,136.1,23.25,93,79,7.56,broken clouds
438,Nouadhibou,MR,20.931,-17.0347,69.78,64,0,23.02,sand
439,Sisimiut,GL,66.9395,-53.6735,3.31,90,100,6.55,overcast clouds
440,Aleppo,SY,36.25,37.5,44.6,54,45,1.86,scattered clouds
441,Labuhan,ID,-6.8844,112.2051,79.74,85,100,5.57,overcast clouds
442,Torring,DK,55.85,9.4833,50.11,76,16,3.42,few clouds
443,Galesong,ID,-5.3166,119.3661,75.22,83,91,7.02,overcast clouds
444,Shirokiy,RU,49.758,129.523,4.19,99,59,1.07,light snow
445,Winnemucca,US,40.973,-117.7357,49.55,61,36,3.15,scattered clouds
446,Goure,NE,13.9835,10.2704,92.01,11,100,10.89,overcast clouds
447,Okha,RU,53.5739,142.9478,7.48,92,26,9.78,scattered clouds
448,Naron,ES,43.5167,-8.1528,60.03,89,99,3.44,overcast clouds
449,Madang,PG,-5.2246,145.7966,75.27,93,100,5.82,overcast clouds
450,Kumluca,TR,36.3703,30.2869,47.21,68,73,6.98,broken clouds
451,Abalak,RU,58.1286,68.5944,20.1,96,100,6.6,overcast clouds
452,Ndioum,SN,16.5129,-14.6471,105.69,8,3,10.29,clear sky
453,Roald,NO,62.5833,6.1333,44.33,87,75,6.91,broken clouds
454,Farrukhnagar,IN,17.0778,78.2011,80.31,40,57,5.19,broken clouds
455,Salvador,SV,13.8333,-88.9167,86.05,32,32,3.36,scattered clouds
456,Charters Towers,AU,-20.1,146.2667,67.39,88,12,6.78,few clouds
457,Ostrovnoy,RU,68.0531,39.5131,30.79,80,97,23.31,overcast clouds
458,Opuwo,NA,-18.0607,13.84,75.99,62,89,7.47,light rain
459,Sri Aman,MY,1.2376,111.4621,75.25,94,100,0.0,overcast clouds
460,Komsomolskiy,UZ,40.4272,71.7189,50.72,76,100,4.61,mist
461,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.56,52,40,23.02,scattered clouds
462,Ascension,US,30.2169,-90.9001,81.05,71,100,26.46,overcast clouds
463,Sechura,PE,-5.5569,-80.8222,83.82,55,90,9.75,overcast clouds
464,Outlook,CA,51.5001,-107.0513,36.36,75,11,8.95,few clouds
465,Ketchikan,US,55.3422,-131.6461,37.76,98,100,5.01,moderate rain
466,General Bravo,MX,25.8,-99.1667,80.47,15,0,19.35,clear sky
467,Maldonado,UY,-34.6667,-54.9167,74.23,74,100,11.68,overcast clouds
468,Harper,LR,4.375,-7.7169,81.91,75,97,9.15,overcast clouds
469,Wanaka,NZ,-44.7,169.15,53.11,89,19,1.41,few clouds
470,Hongjiang,CN,27.11,109.9956,44.51,96,75,3.8,moderate rain
471,Bukachacha,RU,52.9833,116.9167,4.59,95,93,3.87,overcast clouds
472,Vostok,RU,46.4856,135.8833,17.33,97,100,4.72,overcast clouds
473,Kunya,NG,12.2233,8.5325,98.76,10,100,2.3,overcast clouds
474,Bardiyah,LY,31.7561,25.0865,51.84,57,33,23.78,scattered clouds
475,Velyka Pysarivka,UA,50.4259,35.485,32.31,92,82,2.24,broken clouds
476,Xuchang,CN,34.0167,113.8167,39.31,89,48,7.18,scattered clouds
477,Marquette,US,46.5333,-87.6335,36.34,58,100,10.71,light snow
478,Yulara,AU,-25.2406,130.9889,85.84,23,77,10.36,broken clouds
479,Kristiinankaupunki,FI,62.2743,21.376,30.42,90,23,7.92,few clouds
480,Belmonte,BR,-15.8631,-38.8828,79.25,84,54,9.31,broken clouds
481,Vernon,CA,50.2581,-119.2691,47.3,86,100,5.75,overcast clouds
482,Morbach,DE,49.8167,7.1167,54.1,37,0,5.75,clear sky
483,Murgab,TM,37.4966,61.9714,48.07,53,75,6.91,broken clouds
484,Talas,TR,38.6908,35.5538,29.07,69,40,1.14,scattered clouds
485,Konce,MK,41.4958,22.385,42.06,55,4,10.25,clear sky
486,Roma,US,43.2128,-75.4557,45.52,32,4,11.01,clear sky
487,Medicine Hat,CA,50.0501,-110.6683,48.22,46,20,9.22,few clouds
488,Shiyan,CN,32.6475,110.7781,40.73,92,100,3.18,overcast clouds
489,Shubarshi,KZ,48.5872,57.1869,9.19,98,13,5.84,few clouds
490,Ermelo,ZA,-26.5333,29.9833,57.04,75,95,4.79,overcast clouds
491,Sur,OM,22.5667,59.5289,78.51,47,1,7.58,clear sky
492,Santa Maria,BR,-29.6842,-53.8069,85.3,48,0,9.22,light rain
493,Almaznyy,RU,48.0448,40.045,33.66,60,0,7.05,clear sky
494,Necochea,AR,-38.5473,-58.7368,77.58,38,6,7.36,clear sky
495,Daru,PG,-9.0763,143.2092,77.79,89,100,2.21,overcast clouds
496,Bugene,TZ,-1.5911,31.1403,57.63,95,75,3.74,broken clouds
497,Shimoda,JP,34.6667,138.95,37.11,77,97,18.5,overcast clouds
498,Bonfim,BR,3.0833,-59.95,92.23,41,94,5.06,overcast clouds
499,Namikupa,TZ,-10.8333,39.6,71.67,98,92,1.79,overcast clouds
500,Mount Isa,AU,-20.7333,139.5,69.57,49,35,0.0,light rain
501,Ayorou,NE,14.7308,0.9174,95.18,9,16,8.63,few clouds
502,Marrakesh,MA,31.6315,-8.0083,69.87,46,40,2.3,scattered clouds
503,Ahipara,NZ,-35.1667,173.1667,63.63,90,17,2.84,few clouds
504,Sorkjosen,NO,69.8,20.9333,42.8,65,75,9.22,light intensity shower rain
505,Dorado,PR,18.4588,-66.2677,83.52,75,75,14.97,broken clouds
506,Adilabad,IN,19.6667,78.5333,89.04,14,11,2.04,few clouds
507,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,64,83,13.71,broken clouds
508,Sampit,ID,-2.5333,112.95,73.42,88,100,1.07,light rain
509,Polson,US,47.6936,-114.1632,47.71,55,80,3.4,broken clouds
510,Palmer,US,42.1584,-72.3287,52.07,21,21,5.99,few clouds
511,Tarata,BO,-17.6167,-66.0167,78.22,38,48,2.98,scattered clouds
512,Lensk,RU,60.7253,114.9278,19.29,93,100,6.73,overcast clouds
513,Kozan,TR,37.4552,35.8157,44.42,74,95,5.41,overcast clouds
514,Hualmay,PE,-11.0964,-77.6139,75.67,72,7,11.32,clear sky
515,Vangaindrano,MG,-23.35,47.6,73.58,78,97,1.34,overcast clouds
516,Monroe,US,43.1501,-77.6831,48.45,36,77,1.99,broken clouds
517,Dakar,SN,14.6937,-17.4441,77.88,73,0,13.8,clear sky
518,Polunochnoye,RU,60.8697,60.4153,27.05,78,73,10.98,broken clouds
519,Mehriz,IR,31.5917,54.4318,72.1,22,38,5.28,scattered clouds
520,Makakilo City,US,21.3469,-158.0858,73.29,80,20,3.44,few clouds
521,Nakamura,JP,32.9833,132.9333,47.82,83,100,2.75,overcast clouds
522,Heihe,CN,50.2441,127.4902,18.18,93,72,1.81,broken clouds
523,Arys,KZ,42.4252,68.795,41.38,82,100,6.53,overcast clouds
524,Dillon,US,34.4166,-79.3712,76.03,40,100,7.58,overcast clouds
525,Severnoye,RU,56.3491,78.3619,19.56,96,92,8.12,light snow
526,Donskoye,RU,45.4552,41.9741,35.73,46,0,13.42,clear sky
527,Howard Springs,AU,-12.497,131.047,78.71,91,90,4.12,overcast clouds
528,Teknaf,BD,20.8624,92.3058,76.03,83,93,2.35,overcast clouds
529,Kamenka,RU,51.3223,42.7678,27.41,98,86,10.38,overcast clouds
530,Kenitra,MA,34.261,-6.5802,61.56,76,100,8.1,overcast clouds
531,Ormara,PK,25.2088,64.6357,76.32,75,0,18.59,clear sky
532,Alofi,NU,-19.0595,-169.9187,76.89,88,100,3.44,overcast clouds
533,Olenino,RU,56.2092,33.4889,31.06,92,0,5.06,clear sky
534,Ganzhou,CN,28.8184,115.4327,46.56,91,100,4.7,overcast clouds
535,Betioky,MG,-23.7167,44.3833,75.27,58,0,5.59,clear sky
536,Mizdah,LY,31.4451,12.9801,52.83,44,73,13.06,broken clouds
537,Kendari,ID,-3.945,122.4989,75.36,92,74,3.11,heavy intensity rain
538,Redmond,US,47.674,-122.1215,55.35,89,100,4.0,overcast clouds
539,Balkhash,KZ,46.844,74.9804,32.02,75,100,12.46,overcast clouds
540,Kropotkin,RU,45.4375,40.5756,37.89,44,0,16.8,clear sky
541,Zakupy,CZ,50.6848,14.6452,52.02,53,0,4.5,clear sky
542,Atikokan,CA,48.7555,-91.6216,31.98,97,100,8.81,snow
543,Batagay,RU,67.6333,134.6333,-3.28,99,100,2.37,overcast clouds
544,Nefteyugansk,RU,61.0998,72.6035,8.17,99,99,3.29,overcast clouds
545,Half Moon Bay,US,37.4636,-122.4286,76.59,47,0,6.91,haze
546,Bolshoy Lug,RU,52.0779,104.0919,17.78,98,86,3.91,overcast clouds
547,Myatlevo,RU,54.8969,35.6762,30.65,98,5,4.74,clear sky
548,Byron Bay,AU,-28.65,153.6167,63.95,87,1,5.17,clear sky
549,Carlyle,US,38.6103,-89.3726,54.37,91,100,11.99,moderate rain
550,El Dorado,US,38.7666,-120.5177,72.19,38,20,1.01,few clouds
551,Barra Do Garcas,BR,-15.89,-52.2567,91.98,52,40,6.91,scattered clouds
552,Auki,SB,-8.7676,160.7034,77.43,87,78,2.93,broken clouds
553,Norfolk,US,42.1668,-71.2495,52.11,24,31,11.01,scattered clouds
554,Caohe,CN,30.2297,115.4335,46.0,90,100,0.34,overcast clouds
555,Americus,US,32.0724,-84.2327,77.13,41,0,11.5,clear sky
556,Saint-Joseph,RE,-21.3667,55.6167,79.18,88,72,10.92,broken clouds
557,Fougamou,GA,-1.2154,10.5838,80.26,79,95,0.45,overcast clouds
558,Pangnirtung,CA,66.1451,-65.7125,-7.6,71,20,9.22,few clouds
559,Yerbogachen,RU,61.2767,108.0108,17.8,96,100,5.59,overcast clouds
560,Chapais,CA,49.7834,-74.8492,19.18,73,100,14.09,overcast clouds
561,Rio Grande,BR,-32.035,-52.0986,80.71,69,99,17.31,light rain
562,Antalaha,MG,-14.9003,50.2788,76.33,90,98,7.31,overcast clouds
563,Santa Cruz,BO,-17.8,-63.1667,89.65,51,75,19.57,broken clouds
564,Tadine,NC,-21.55,167.8833,76.05,77,100,9.15,overcast clouds
565,Verkh-Usugli,RU,52.7,115.1667,7.61,94,93,2.91,overcast clouds
566,Megion,RU,61.0296,76.1136,15.82,100,89,3.27,overcast clouds
567,Valparaiso,CL,-33.0393,-71.6273,71.83,59,0,12.66,clear sky
568,Bulungu,CD,-4.55,18.6,67.77,93,100,2.68,overcast clouds
569,La Ronge,CA,55.1001,-105.2842,30.45,59,0,13.8,clear sky
570,Merauke,ID,-8.4667,140.3333,78.96,87,100,4.18,overcast clouds
571,Katakwi,UG,1.8911,33.9661,76.28,56,83,5.48,broken clouds
572,Mtinko,TZ,-4.55,34.85,63.37,73,34,8.37,scattered clouds
573,Kalmunai,LK,7.4167,81.8167,80.02,84,42,3.62,scattered clouds
574,Nanakuli,US,21.3906,-158.1547,74.71,78,20,3.44,few clouds
575,Beira,MZ,-19.8436,34.8389,80.69,74,40,8.05,scattered clouds
576,Barcelos,PT,41.5388,-8.6151,54.91,94,100,3.51,overcast clouds
577,Neiafu,TO,-18.65,-173.9833,81.28,89,20,9.22,few clouds
578,Aksu,CN,41.1231,80.2644,47.8,60,100,5.61,overcast clouds
579,Krasnoarmeysk,RU,51.0239,45.6969,24.37,86,44,12.39,scattered clouds
580,Shelburne,CA,44.0787,-80.2041,41.23,31,98,8.97,overcast clouds
581,Plouzane,FR,48.3833,-4.6167,59.32,54,0,17.27,clear sky
582,Uberlandia,BR,-18.9186,-48.2772,79.81,53,75,12.66,broken clouds
583,Sept-Iles,CA,50.2001,-66.3821,38.05,63,100,25.32,overcast clouds
584,Matagami,CA,49.7502,-77.6328,17.71,62,0,11.5,clear sky
585,Hun,LY,29.1268,15.9477,55.18,41,6,12.62,clear sky
586,Jales,BR,-20.2689,-50.5458,83.16,53,1,8.25,clear sky
587,Marsh Harbour,BS,26.5412,-77.0636,74.32,61,1,17.49,clear sky
588,Qui Nhon,VN,13.7667,109.2333,77.04,88,13,4.34,few clouds
589,Lingao,CN,19.9103,109.6859,75.2,86,47,2.44,scattered clouds
590,Maloy,NO,61.9353,5.1136,42.73,73,11,13.31,few clouds
591,Lluta,PE,-16.0147,-72.0142,56.1,74,71,9.84,broken clouds
592,Boma,GH,7.0805,-2.1697,76.51,86,84,1.39,light rain
593,Hami,CN,42.8,93.45,44.19,44,48,2.01,scattered clouds
594,Molodizhne,UA,48.1773,32.6601,40.35,63,0,7.7,clear sky
595,Ilebo,CD,-4.3167,20.5833,68.45,99,100,1.97,overcast clouds
596,Hovd,MN,48.0056,91.6419,26.62,41,66,7.23,broken clouds
597,Uitenhage,ZA,-33.7576,25.3971,70.63,94,0,4.29,clear sky
598,Alepe,CI,5.5004,-3.6631,84.07,76,96,7.94,overcast clouds
599,Riyadh,SA,24.6877,46.7219,84.34,11,0,7.99,clear sky
600,Grajau,BR,-5.8194,-46.1386,83.39,78,83,2.71,broken clouds
601,Fareham,GB,50.8516,-1.1793,62.15,57,0,4.61,clear sky
602,Tougue,GN,11.4667,-11.6,92.68,24,66,5.14,broken clouds
603,Barra Patuca,HN,15.8,-84.2833,84.76,57,66,13.91,broken clouds
604,Constancia,MX,24.2231,-107.1869,80.62,20,0,8.88,clear sky
605,Alice,US,27.7523,-98.0697,78.53,27,0,20.92,clear sky
606,Kysyl-Syr,RU,63.8986,122.7617,-0.15,100,97,1.52,overcast clouds
607,Tonantins,BR,-2.8731,-67.8022,86.29,62,98,2.55,overcast clouds
608,Sochi,RU,43.6,39.7303,44.69,76,26,4.16,scattered clouds
609,Hofn,IS,64.2539,-15.2082,45.46,100,100,11.81,moderate rain
610,Cedral,MX,23.8,-100.7333,75.15,6,41,16.53,scattered clouds
611,Batagay-Alyta,RU,67.8006,130.4114,-8.75,76,100,5.12,overcast clouds
612,Talaya,RU,61.3833,152.75,9.36,97,100,0.25,light snow
613,Olafsvik,IS,64.8945,-23.7142,36.86,91,100,18.86,overcast clouds
614,Uvinza,TZ,-5.1036,30.3911,65.7,96,63,3.47,light rain
615,Juneau,US,58.3019,-134.4197,39.22,97,100,8.75,snow
616,Juxtlahuaca,MX,17.4294,-99.1467,89.91,21,25,5.97,scattered clouds
617,Kabinda,CD,-6.1333,24.4833,65.44,95,100,3.67,overcast clouds
618,Gladstone,AU,-23.85,151.25,69.73,83,17,5.75,few clouds
619,Daltenganj,IN,24.0333,84.0667,78.71,14,62,4.76,broken clouds
620,Nueva Helvecia,UY,-34.3,-57.2333,75.6,72,94,12.33,overcast clouds
621,Obidos,BR,-1.9175,-55.5181,84.16,72,93,1.81,overcast clouds
622,Temir,KZ,49.1414,57.13,8.44,99,28,6.64,scattered clouds
623,Grindavik,IS,63.8424,-22.4338,45.07,93,100,10.36,overcast clouds
624,Tougan,BF,13.0667,-3.0667,99.7,9,11,7.16,few clouds
625,La Paz,BO,-16.5,-68.15,56.95,55,54,2.98,broken clouds
626,Nkhata Bay,MW,-11.6066,34.2907,73.11,85,93,5.08,overcast clouds
627,Bull Savanna,JM,17.8868,-77.5902,80.29,64,63,18.32,broken clouds
628,Tabou,CI,4.423,-7.3528,81.84,76,96,8.68,overcast clouds
629,Alingsas,SE,57.9303,12.5335,41.47,79,38,4.29,scattered clouds
630,Nobres,BR,-14.7203,-56.3275,90.19,53,55,5.73,broken clouds
631,Alyangula,AU,-13.8483,136.4192,82.89,76,99,9.8,overcast clouds
632,Fontainebleau,FR,48.4044,2.6903,63.86,63,2,6.06,clear sky
633,Linares,CL,-35.85,-71.6,79.68,20,1,5.35,clear sky
634,Saraiu,RO,44.7167,28.15,40.05,64,56,14.58,broken clouds
635,Jambi,ID,-1.6,103.6167,75.83,92,72,1.72,broken clouds
636,Caiaponia,BR,-16.9567,-51.8103,80.44,65,32,8.08,scattered clouds
637,Curup,ID,-3.4667,102.5333,66.52,92,75,1.81,broken clouds
638,Tonota,BW,-21.4833,27.4833,69.39,48,0,9.84,clear sky
639,Maua,BR,-23.6678,-46.4614,74.35,69,56,9.19,broken clouds
640,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,few clouds
641,Oranjemund,NA,-28.55,16.4333,64.35,92,74,9.01,broken clouds
642,Morrope,PE,-6.5417,-80.0111,81.75,55,86,16.44,overcast clouds
643,Nelson Bay,AU,-32.7167,152.15,68.09,89,93,7.99,overcast clouds
644,Porbandar,IN,21.6422,69.6093,77.9,54,5,16.2,clear sky
645,Lokoja,NG,7.8024,6.743,96.21,25,92,5.28,overcast clouds
646,Sulphur Springs,US,33.1385,-95.6011,54.55,76,100,13.8,overcast clouds
647,Yar-Sale,RU,66.8333,70.8333,15.6,94,100,13.82,overcast clouds
648,Salinopolis,BR,-0.6136,-47.3561,80.46,84,98,3.0,overcast clouds
649,Namatanai,PG,-3.6667,152.4333,78.66,82,100,4.83,light rain
650,Abbeville,FR,50.1,1.8333,60.76,58,1,6.64,clear sky
651,Paita,PE,-5.0892,-81.1144,79.61,65,96,12.66,overcast clouds
652,Saint Anthony,US,45.0205,-93.218,40.93,92,100,8.05,mist
653,Liverpool,GB,53.4106,-2.9779,62.38,61,0,10.36,clear sky
654,Paamiut,GL,61.994,-49.6678,23.04,68,100,6.67,overcast clouds
655,Mlonggo,ID,-6.5333,110.7,80.35,83,100,4.68,overcast clouds
656,Sokur,RU,55.2093,83.319,17.96,94,100,11.18,overcast clouds
657,Taoudenni,ML,22.6783,-3.9836,87.17,9,0,11.59,clear sky
658,Lithakia,GR,37.7167,20.8333,47.57,49,4,14.88,clear sky
659,Nerchinskiy Zavod,RU,51.3088,119.61,-0.42,99,96,1.52,overcast clouds
660,Beni Mazar,EG,28.4962,30.8029,56.97,36,21,11.05,few clouds
661,Qasigiannguit,GL,68.8193,-51.1922,7.05,93,100,4.9,light snow
662,Callaguip,PH,18.0714,120.4867,80.04,81,54,9.95,broken clouds
663,Thai Binh,VN,20.45,106.3333,74.16,96,70,4.18,moderate rain
664,Dingle,PH,10.9995,122.6711,77.2,89,71,5.84,broken clouds
665,Ugra,RU,54.7777,34.3267,31.64,96,1,4.0,clear sky
666,Tottori,JP,35.5,134.2333,38.25,80,95,3.51,overcast clouds
667,Cercal,PT,37.806,-8.6715,57.74,73,32,9.78,scattered clouds
668,Oum Hadjer,TD,13.2954,19.6966,93.2,8,95,7.65,overcast clouds
669,Matane,CA,48.8286,-67.522,32.04,87,100,14.97,light snow
670,Bilibino,RU,68.0546,166.4372,14.36,93,100,3.06,overcast clouds
671,Mapiripan,CO,2.8892,-72.1256,85.44,66,62,5.21,broken clouds
672,Redlands,US,34.0556,-117.1825,82.2,23,7,10.0,clear sky
673,Yerkoy,TR,39.6381,34.4672,31.42,81,77,5.66,broken clouds
674,Kamogawa,JP,35.1,140.1,38.14,78,45,15.82,scattered clouds
675,Placido De Castro,BR,-10.3353,-67.1856,84.56,80,87,2.17,overcast clouds
676,Teguise,ES,29.0605,-13.564,64.62,56,40,13.8,scattered clouds
677,Juegang,CN,32.3174,121.1855,46.9,89,100,7.29,overcast clouds
678,Lodwar,KE,3.1191,35.5973,91.9,31,4,15.19,clear sky
679,Beeville,US,28.4008,-97.7483,78.3,23,0,19.57,clear sky
680,Vawkavysk,BY,53.1561,24.4513,47.68,52,0,1.28,clear sky
681,Nabire,ID,-3.3667,135.4833,76.03,93,100,4.52,overcast clouds
682,Albanel,CA,48.8832,-72.4487,30.72,78,91,14.7,overcast clouds
683,Belaya Gora,RU,68.5333,146.4167,-11.7,100,100,3.62,overcast clouds
684,Vzmorye,RU,54.6961,20.2361,44.01,50,0,3.29,clear sky
685,Cairns,AU,-16.9167,145.7667,71.55,88,17,5.75,few clouds
686,Foso,GH,5.7012,-1.2866,83.21,70,100,8.59,overcast clouds
687,Solhan,TR,38.9634,41.0293,26.08,92,97,5.5,light snow
688,Camocim,BR,-2.9022,-40.8411,81.86,84,87,10.4,overcast clouds
689,Boa Vista,BR,2.8197,-60.6733,93.18,40,75,13.8,broken clouds
690,Poum,NC,-20.2333,164.0167,79.56,77,100,14.27,overcast clouds
691,Strezhevoy,RU,60.7333,77.5889,7.02,100,95,2.48,overcast clouds
692,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,100,0.0,overcast clouds
693,Bowen,AU,-20.0167,148.2333,75.52,73,3,7.92,clear sky
694,La Asuncion,VE,11.0333,-63.8628,85.73,54,7,17.27,clear sky
695,Atherton,GB,53.5237,-2.4935,60.94,79,91,7.43,overcast clouds
